// Elemental attribute damage adjustment tables
//
// Row: attacker's weapon element
// Column: target's defense element

1,10	// lv1 Attribute table
//Neut Watr Natr Fire NYI  NYI Holy Shdw  NYI  NYI
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100,  // Neutral
  100,  90,  80, 120, 100, 100, 100, 100, 100, 100,  // Water
  100, 120,  90,  80, 100, 100, 100, 100, 100, 100,  // Nature
  100,  80, 120,  90, 100, 100, 100, 100, 100, 100,  // Fire
  100, 100, 100, 100,  90, 100, 100, 100, 100, 100,  // UNUSED
  100, 100, 100, 100, 100,  90, 100, 100, 100, 100,  // UNUSED
  100, 100, 100, 100, 100, 100,  90, 120, 100, 100,  // Holy
  100, 100, 100, 100, 100, 100, 120,  90, 100, 100,  // Shadow
  100, 100, 100, 100, 100, 100, 100, 100,  90, 100,  // UNUSED
  100, 100, 100, 100, 100, 100, 100, 100, 100,  90,  // UNUSED

2,10	// lv2 Attribute table
//Neut Watr Natr Fire NYI  NYI Holy Shdw  NYI  NYI
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100,  // Neutral
  100,  90,  70, 130, 100, 100, 100, 100, 100, 100,  // Water
  100, 130,  90,  70, 100, 100, 100, 100, 100, 100,  // Nature
  100,  70, 130,  90, 100, 100, 100, 100, 100, 100,  // Fire
  100, 100, 100, 100,  90, 100, 100, 100, 100, 100,  // UNUSED
  100, 100, 100, 100, 100,  90, 100, 100, 100, 100,  // UNUSED
  100, 100, 100, 100, 100, 100,  90, 130, 100, 100,  // Holy
  100, 100, 100, 100, 100, 100, 130,  90, 100, 100,  // Shadow
  100, 100, 100, 100, 100, 100, 100, 100,  90, 100,  // UNUSED
  100, 100, 100, 100, 100, 100, 100, 100, 100,  90,  // UNUSED

3,10	// lv3 Attribute table
//Neut Watr Natr Fire NYI  NYI Holy Shdw  NYI  NYI
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100,  // Neutral
  100,  90,  60, 140, 100, 100, 100, 100, 100, 100,  // Water
  100, 140,  90,  60, 100, 100, 100, 100, 100, 100,  // Nature
  100,  60, 140,  90, 100, 100, 100, 100, 100, 100,  // Fire
  100, 100, 100, 100,  90, 100, 100, 100, 100, 100,  // UNUSED
  100, 100, 100, 100, 100,  90, 100, 100, 100, 100,  // UNUSED
  100, 100, 100, 100, 100, 100,  90, 140, 100, 100,  // Holy
  100, 100, 100, 100, 100, 100, 140,  90, 100, 100,  // Shadow
  100, 100, 100, 100, 100, 100, 100, 100,  90, 100,  // UNUSED
  100, 100, 100, 100, 100, 100, 100, 100, 100,  90,  // UNUSED

4,10	// lv4 Attribute table
//Neut Watr Natr Fire NYI  NYI Holy Shdw  NYI  NYI
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100,  // Neutral
  100,  90,  50, 150, 100, 100, 100, 100, 100, 100,  // Water
  100, 150,  90,  50, 100, 100, 100, 100, 100, 100,  // Nature
  100,  50, 150,  90, 100, 100, 100, 100, 100, 100,  // Fire
  100, 100, 100, 100,  90, 100, 100, 100, 100, 100,  // UNUSED
  100, 100, 100, 100, 100,  90, 100, 100, 100, 100,  // UNUSED
  100, 100, 100, 100, 100, 100,  90, 150, 100, 100,  // Holy
  100, 100, 100, 100, 100, 100, 150,  90, 100, 100,  // Shadow
  100, 100, 100, 100, 100, 100, 100, 100,  90, 100,  // UNUSED
  100, 100, 100, 100, 100, 100, 100, 100, 100,  90,  // UNUSED
